EXPLAIN
TAG	LSV
TITLE	LABEL	Linear Sweep Voltammetry	Test &Identifier
DATE	LABEL	1/12/2021	Date
TIME	LABEL	10:44:03	Time
NOTES	NOTES	1	&Notes...
	Ni foam_anode_Pt_cathode in 1M KOH
PSTAT	PSTAT	My Pstat	Potentiostat
VINIT	POTEN	7.00000E-001	F	&Initial E (V)
VFINAL	POTEN	1.50000E+000	F	&Final E (V)
SCANRATE	QUANT	9.99998E-001	&Scan Rate (mV/s)
STEPSIZE	QUANT	1.00000E+000	St&ep Size (mV)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	2.00000E+003	&Max Current (mA)
AREA	QUANT	1.69000E+000	Electrode &Area (cm^2)
ELECTRODETYPE	SELECTOR	0	Electrode Type
STRIPPING	TOGGLE	F	Used for Stripping
POLARITY	TOGGLE	F	Signal Polarity
CONDIT	TWOPARAM	F	1.50000E+001	0.00000E+000	Conditionin&g	Time(s)	E(V)
DELAY	TWOPARAM	F	3.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
EQDELAY	QUANT	5.00000E+000	Equil. &Time (s)
IRCOMP	SELECTOR	0	IRCom&p
PFCOR	QUANT	5.00000E+001	PF Corr. (ohm)
SAMPLINGMODE	SELECTOR	1	Sampling &Mode
EOC	QUANT	0	Open Circuit (V)
PSTATMODEL	IQUANT	5	Pstat Model
PSTATSECTION	LABEL	REF3000-14115	Pstat Section
PSTATSERIALNO	LABEL	14115	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	3	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	T	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	3	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	2	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	12	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	13	Cable ID
DCCALDATE	LABEL	2/23/2015	DC Calibration Date
ACCALDATE	LABEL		AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.21	Framework Version
INSTRUMENTVERSION	LABEL	3.20	Instrument Version
COMPLIANCEVOLTAGE	IQUANT	0	Compliance Voltage
CURVE	TABLE	801
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over	Cycle
	206	207	9.05122E-001	1.45976E-002	0.00000E+000	9.06000E-001	5.47101E-004	12	...........	0
	207	208	9.06128E-001	1.46543E-002	0.00000E+000	9.07000E-001	4.87260E-004	12	...........	0
	208	209	9.07111E-001	1.47058E-002	0.00000E+000	9.08000E-001	5.73042E-004	12	...........	0
	209	210	9.08146E-001	1.47649E-002	0.00000E+000	9.09000E-001	4.72994E-004	12	...........	0
	210	211	9.09104E-001	1.48933E-002	0.00000E+000	9.10000E-001	4.68044E-004	12	...........	0
	211	212	9.09973E-001	1.49069E-002	0.00000E+000	9.11000E-001	5.42118E-004	12	...........	0
	212	213	9.10913E-001	1.50920E-002	0.00000E+000	9.12000E-001	4.71944E-004	12	...........	0
	213	214	9.11994E-001	1.51366E-002	0.00000E+000	9.13000E-001	5.29518E-004	12	...........	0
	214	215	9.13099E-001	1.51903E-002	0.00000E+000	9.14000E-001	5.12935E-004	12	...........	0
	215	216	9.14035E-001	1.52043E-002	0.00000E+000	9.15000E-001	4.77452E-004	12	...........	0
	216	217	9.14931E-001	1.52300E-002	0.00000E+000	9.16000E-001	5.74792E-004	12	...........	0
	217	218	9.16059E-001	1.52918E-002	0.00000E+000	9.17000E-001	5.04702E-004	12	...........	0
	218	219	9.17079E-001	1.53492E-002	0.00000E+000	9.18000E-001	4.79685E-004	12	...........	0
	219	220	9.18017E-001	1.54025E-002	0.00000E+000	9.19000E-001	5.45751E-004	12	...........	0
	220	221	9.18918E-001	1.54381E-002	0.00000E+000	9.20000E-001	4.58444E-004	12	...........	0
	221	222	9.20056E-001	1.54814E-002	0.00000E+000	9.21000E-001	5.42501E-004	12	...........	0
	222	223	9.21078E-001	1.55446E-002	0.00000E+000	9.22000E-001	5.63667E-004	12	...........	0
	223	224	9.22053E-001	1.56607E-002	0.00000E+000	9.23000E-001	4.73760E-004	12	...........	0
	224	225	9.23052E-001	1.57043E-002	0.00000E+000	9.24000E-001	5.49734E-004	12	...........	0
	225	226	9.24116E-001	1.57769E-002	0.00000E+000	9.25000E-001	4.92827E-004	12	...........	0
	226	227	9.25099E-001	1.58626E-002	0.00000E+000	9.26000E-001	4.58811E-004	12	...........	0
	227	228	9.26084E-001	1.59467E-002	0.00000E+000	9.27000E-001	5.59493E-004	12	...........	0
	228	229	9.27078E-001	1.59948E-002	0.00000E+000	9.28000E-001	4.65161E-004	12	...........	0
	229	230	9.28117E-001	1.60285E-002	0.00000E+000	9.29000E-001	5.24551E-004	12	...........	0
	230	231	9.29116E-001	1.60884E-002	0.00000E+000	9.30000E-001	5.33901E-004	12	...........	0
	231	232	9.30099E-001	1.61388E-002	0.00000E+000	9.31000E-001	4.76452E-004	12	...........	0
	232	233	9.31106E-001	1.61776E-002	0.00000E+000	9.32000E-001	5.60934E-004	12	...........	0
	233	234	9.32134E-001	1.62513E-002	0.00000E+000	9.33000E-001	4.96518E-004	12	...........	0
	234	235	9.33098E-001	1.62862E-002	0.00000E+000	9.34000E-001	5.07177E-004	12	...........	0
	235	236	9.34166E-001	1.63574E-002	0.00000E+000	9.35000E-001	5.38893E-004	12	...........	0
	236	237	9.34950E-001	1.64974E-002	0.00000E+000	9.36000E-001	4.95802E-004	12	...........	0
	237	238	9.35950E-001	1.65684E-002	0.00000E+000	9.37000E-001	5.58009E-004	12	...........	0
	238	239	9.37084E-001	1.66886E-002	0.00000E+000	9.38000E-001	5.61976E-004	12	...........	0
	239	240	9.38007E-001	1.67741E-002	0.00000E+000	9.39000E-001	4.73935E-004	12	...........	0
	240	241	9.38902E-001	1.67812E-002	0.00000E+000	9.40000E-001	5.72251E-004	12	...........	0
	241	242	9.39983E-001	1.68113E-002	0.00000E+000	9.41000E-001	4.87535E-004	12	...........	0
	242	243	9.41066E-001	1.68531E-002	0.00000E+000	9.42000E-001	4.74085E-004	12	...........	0
	243	244	9.41994E-001	1.69019E-002	0.00000E+000	9.43000E-001	5.55576E-004	12	...........	0
	244	245	9.42910E-001	1.69654E-002	0.00000E+000	9.44000E-001	4.76610E-004	12	...........	0
	245	246	9.43992E-001	1.70007E-002	0.00000E+000	9.45000E-001	5.37093E-004	12	...........	0
	246	247	9.45074E-001	1.70534E-002	0.00000E+000	9.46000E-001	5.54643E-004	12	...........	0
	247	248	9.46039E-001	1.70787E-002	0.00000E+000	9.47000E-001	4.56436E-004	12	...........	0
	248	249	9.46910E-001	1.71499E-002	0.00000E+000	9.48000E-001	5.48176E-004	12	...........	0
	249	250	9.48053E-001	1.72556E-002	0.00000E+000	9.49000E-001	5.00427E-004	12	...........	0
	250	251	9.49084E-001	1.73174E-002	0.00000E+000	9.50000E-001	4.72419E-004	12	...........	0
	251	252	9.50051E-001	1.74061E-002	0.00000E+000	9.51000E-001	5.70776E-004	12	...........	0
	252	253	9.51024E-001	1.74717E-002	0.00000E+000	9.52000E-001	4.77119E-004	12	...........	0
	253	254	9.52099E-001	1.75445E-002	0.00000E+000	9.53000E-001	5.55143E-004	12	...........	0
	254	255	9.53093E-001	1.75891E-002	0.00000E+000	9.54000E-001	5.65492E-004	12	...........	0
	255	256	9.54064E-001	1.76653E-002	0.00000E+000	9.55000E-001	4.69569E-004	12	...........	0
	256	257	9.55077E-001	1.77129E-002	0.00000E+000	9.56000E-001	5.48218E-004	12	...........	0
	257	258	9.56093E-001	1.77781E-002	0.00000E+000	9.57000E-001	4.91127E-004	12	...........	0
	258	259	9.57085E-001	1.78178E-002	0.00000E+000	9.58000E-001	5.02985E-004	12	...........	0
	259	260	9.58125E-001	1.78907E-002	0.00000E+000	9.59000E-001	5.69101E-004	12	...........	0
	260	261	9.59082E-001	1.79406E-002	0.00000E+000	9.60000E-001	4.81669E-004	12	...........	0
	261	262	9.60100E-001	1.80344E-002	0.00000E+000	9.61000E-001	4.80660E-004	12	...........	0
	262	263	9.61097E-001	1.81076E-002	0.00000E+000	9.62000E-001	4.84102E-004	12	...........	0
	263	264	9.61940E-001	1.83141E-002	0.00000E+000	9.63000E-001	4.84919E-004	12	...........	0
	264	265	9.62962E-001	1.83424E-002	0.00000E+000	9.64000E-001	5.50576E-004	12	...........	0
	265	266	9.63954E-001	1.84004E-002	0.00000E+000	9.65000E-001	4.89685E-004	12	...........	0
	266	267	9.65058E-001	1.84106E-002	0.00000E+000	9.66000E-001	5.01043E-004	12	...........	0
	267	268	9.65964E-001	1.84360E-002	0.00000E+000	9.67000E-001	5.66317E-004	12	...........	0
	268	269	9.66899E-001	1.84737E-002	0.00000E+000	9.68000E-001	4.82460E-004	12	...........	0
	269	270	9.67929E-001	1.85215E-002	0.00000E+000	9.69000E-001	5.67942E-004	12	...........	0
	270	271	9.69048E-001	1.85676E-002	0.00000E+000	9.70000E-001	5.54293E-004	12	...........	0
	271	272	9.70003E-001	1.86253E-002	0.00000E+000	9.71000E-001	4.72502E-004	12	...........	0
	272	273	9.70907E-001	1.86508E-002	0.00000E+000	9.72000E-001	5.85867E-004	12	...........	0
	273	274	9.71945E-001	1.87136E-002	0.00000E+000	9.73000E-001	4.95993E-004	12	...........	0
	274	275	9.73060E-001	1.87671E-002	0.00000E+000	9.74000E-001	4.94560E-004	12	...........	0
	275	276	9.74028E-001	1.88088E-002	0.00000E+000	9.75000E-001	5.62142E-004	12	...........	0
	276	277	9.74960E-001	1.89394E-002	0.00000E+000	9.76000E-001	4.77569E-004	12	...........	0
	277	278	9.76046E-001	1.90145E-002	0.00000E+000	9.77000E-001	5.54526E-004	12	...........	0
	278	279	9.77082E-001	1.90749E-002	0.00000E+000	9.78000E-001	5.41801E-004	12	...........	0
	279	280	9.78036E-001	1.91924E-002	0.00000E+000	9.79000E-001	4.81202E-004	12	...........	0
	280	281	9.79055E-001	1.92342E-002	0.00000E+000	9.80000E-001	5.63134E-004	12	...........	0
	281	282	9.80054E-001	1.93022E-002	0.00000E+000	9.81000E-001	4.93385E-004	12	...........	0
	282	283	9.81062E-001	1.93272E-002	0.00000E+000	9.82000E-001	4.81085E-004	12	...........	0
	283	284	9.82078E-001	1.94284E-002	0.00000E+000	9.83000E-001	5.56951E-004	12	...........	0
	284	285	9.83060E-001	1.94408E-002	0.00000E+000	9.84000E-001	4.78777E-004	12	...........	0
	285	286	9.84054E-001	1.94829E-002	0.00000E+000	9.85000E-001	5.57818E-004	12	...........	0
	286	287	9.85069E-001	1.95215E-002	0.00000E+000	9.86000E-001	4.99793E-004	12	...........	0
	287	288	9.85921E-001	1.97002E-002	0.00000E+000	9.87000E-001	4.76069E-004	12	...........	0
	288	289	9.86880E-001	1.97459E-002	0.00000E+000	9.88000E-001	5.77709E-004	12	...........	0
	289	290	9.87877E-001	1.99970E-002	0.00000E+000	9.89000E-001	4.85194E-004	12	...........	0
	290	291	9.89027E-001	2.00098E-002	0.00000E+000	9.90000E-001	4.86610E-004	12	...........	0
	291	292	9.89930E-001	2.00147E-002	0.00000E+000	9.91000E-001	5.46443E-004	12	...........	0
	292	293	9.90892E-001	2.00227E-002	0.00000E+000	9.92000E-001	4.74610E-004	12	...........	0
	293	294	9.91853E-001	2.00601E-002	0.00000E+000	9.93000E-001	5.52651E-004	12	...........	0
	294	295	9.93031E-001	2.01241E-002	0.00000E+000	9.94000E-001	5.43243E-004	12	...........	0
	295	296	9.93968E-001	2.01736E-002	0.00000E+000	9.95000E-001	4.72519E-004	12	...........	0
	296	297	9.94903E-001	2.02256E-002	0.00000E+000	9.96000E-001	5.75101E-004	12	...........	0
	297	298	9.95899E-001	2.02830E-002	0.00000E+000	9.97000E-001	4.59027E-004	12	...........	0
	298	299	9.97025E-001	2.02877E-002	0.00000E+000	9.98000E-001	4.77852E-004	12	...........	0
	299	300	9.97949E-001	2.03333E-002	0.00000E+000	9.99000E-001	5.44593E-004	12	...........	0
	300	301	9.98910E-001	2.04554E-002	0.00000E+000	1.00000E+000	4.71777E-004	12	...........	0
	301	302	9.99994E-001	2.05023E-002	0.00000E+000	1.00100E+000	5.58242E-004	12	...........	0
	302	303	1.00106E+000	2.05829E-002	0.00000E+000	1.00200E+000	5.77667E-004	12	...........	0
	303	304	1.00199E+000	2.06549E-002	0.00000E+000	1.00300E+000	4.73319E-004	12	...........	0
	304	305	1.00300E+000	2.07818E-002	0.00000E+000	1.00400E+000	5.54576E-004	12	...........	0
	305	306	1.00401E+000	2.08031E-002	0.00000E+000	1.00500E+000	4.93568E-004	12	...........	0
	306	307	1.00504E+000	2.08435E-002	0.00000E+000	1.00600E+000	4.94452E-004	12	...........	0
	307	308	1.00604E+000	2.09419E-002	0.00000E+000	1.00700E+000	5.59751E-004	12	...........	0
	308	309	1.00702E+000	2.09875E-002	0.00000E+000	1.00800E+000	4.69761E-004	12	...........	0
	309	310	1.00800E+000	2.10345E-002	0.00000E+000	1.00900E+000	5.59393E-004	12	...........	0
	310	311	1.00904E+000	2.11115E-002	0.00000E+000	1.01000E+000	5.20626E-004	12	...........	0
	311	312	1.01003E+000	2.11839E-002	0.00000E+000	1.01100E+000	4.90669E-004	12	...........	0
	312	313	1.01105E+000	2.12291E-002	0.00000E+000	1.01200E+000	5.26943E-004	12	...........	0
	313	314	1.01189E+000	2.14887E-002	0.00000E+000	1.01300E+000	4.49269E-004	12	...........	0
	314	315	1.01299E+000	2.15775E-002	0.00000E+000	1.01400E+000	5.00260E-004	12	...........	0
	315	316	1.01395E+000	2.15876E-002	0.00000E+000	1.01500E+000	5.17226E-004	12	...........	0
	316	317	1.01488E+000	2.16174E-002	0.00000E+000	1.01600E+000	4.81627E-004	12	...........	0
	317	318	1.01582E+000	2.16211E-002	0.00000E+000	1.01700E+000	5.65459E-004	12	...........	0
	318	319	1.01700E+000	2.16455E-002	0.00000E+000	1.01800E+000	5.24343E-004	12	...........	0
	319	320	1.01794E+000	2.16761E-002	0.00000E+000	1.01900E+000	4.68102E-004	12	...........	0
	320	321	1.01889E+000	2.17469E-002	0.00000E+000	1.02000E+000	5.47493E-004	12	...........	0
	321	322	1.01983E+000	2.17925E-002	0.00000E+000	1.02100E+000	4.76060E-004	12	...........	0
	322	323	1.02099E+000	2.18502E-002	0.00000E+000	1.02200E+000	5.06402E-004	12	...........	0
	323	324	1.02193E+000	2.19041E-002	0.00000E+000	1.02300E+000	5.46851E-004	12	...........	0
	324	325	1.02289E+000	2.18765E-002	0.00000E+000	1.02400E+000	4.67202E-004	12	...........	0
	325	326	1.02382E+000	2.19285E-002	0.00000E+000	1.02500E+000	5.54568E-004	12	...........	0
	326	327	1.02502E+000	2.19674E-002	0.00000E+000	1.02600E+000	5.22326E-004	12	...........	0
	327	328	1.02596E+000	2.20811E-002	0.00000E+000	1.02700E+000	4.62136E-004	12	...........	0
	328	329	1.02693E+000	2.22289E-002	0.00000E+000	1.02800E+000	5.64367E-004	12	...........	0
	329	330	1.02795E+000	2.22733E-002	0.00000E+000	1.02900E+000	4.72002E-004	12	...........	0
	330	331	1.02902E+000	2.23495E-002	0.00000E+000	1.03000E+000	4.92710E-004	12	...........	0
	331	332	1.02998E+000	2.24251E-002	0.00000E+000	1.03100E+000	5.54951E-004	12	...........	0
	332	333	1.03097E+000	2.24856E-002	0.00000E+000	1.03200E+000	4.64052E-004	12	...........	0
	333	334	1.03197E+000	2.25540E-002	0.00000E+000	1.03300E+000	5.61459E-004	12	...........	0
	334	335	1.03301E+000	2.26297E-002	0.00000E+000	1.03400E+000	5.24443E-004	12	...........	0
	335	336	1.03397E+000	2.26659E-002	0.00000E+000	1.03500E+000	4.74444E-004	12	...........	0
	336	337	1.03502E+000	2.27145E-002	0.00000E+000	1.03600E+000	5.80167E-004	12	...........	0
	337	338	1.03597E+000	2.28685E-002	0.00000E+000	1.03700E+000	4.68752E-004	12	...........	0
	338	339	1.03703E+000	2.29897E-002	0.00000E+000	1.03800E+000	4.76310E-004	12	...........	0
	339	340	1.03794E+000	2.30856E-002	0.00000E+000	1.03900E+000	5.19693E-004	12	...........	0
	340	341	1.03886E+000	2.32099E-002	0.00000E+000	1.04000E+000	4.75694E-004	12	...........	0
	341	342	1.03973E+000	2.32033E-002	0.00000E+000	1.04100E+000	5.60867E-004	12	...........	0
	342	343	1.04097E+000	2.32221E-002	0.00000E+000	1.04200E+000	5.19526E-004	12	...........	0
	343	344	1.04192E+000	2.32233E-002	0.00000E+000	1.04300E+000	4.74477E-004	12	...........	0
	344	345	1.04287E+000	2.32420E-002	0.00000E+000	1.04400E+000	5.87592E-004	12	...........	0
	345	346	1.04375E+000	2.32870E-002	0.00000E+000	1.04500E+000	4.76752E-004	12	...........	0
	346	347	1.04495E+000	2.33292E-002	0.00000E+000	1.04600E+000	5.25076E-004	12	...........	0
	347	348	1.04591E+000	2.33938E-002	0.00000E+000	1.04700E+000	5.77951E-004	12	...........	0
	348	349	1.04688E+000	2.34234E-002	0.00000E+000	1.04800E+000	4.57552E-004	12	...........	0
	349	350	1.04775E+000	2.34463E-002	0.00000E+000	1.04900E+000	5.68701E-004	12	...........	0
	350	351	1.04895E+000	2.35142E-002	0.00000E+000	1.05000E+000	5.31660E-004	12	...........	0
	351	352	1.04993E+000	2.35383E-002	0.00000E+000	1.05100E+000	4.76435E-004	12	...........	0
	352	353	1.05091E+000	2.35360E-002	0.00000E+000	1.05200E+000	5.83942E-004	12	...........	0
	353	354	1.05190E+000	2.36253E-002	0.00000E+000	1.05300E+000	4.78502E-004	12	...........	0
	354	355	1.05300E+000	2.37582E-002	0.00000E+000	1.05400E+000	4.94135E-004	12	...........	0
	355	356	1.05394E+000	2.38237E-002	0.00000E+000	1.05500E+000	5.50543E-004	12	...........	0
	356	357	1.05491E+000	2.39934E-002	0.00000E+000	1.05600E+000	4.53394E-004	12	...........	0
	357	358	1.05594E+000	2.40284E-002	0.00000E+000	1.05700E+000	5.38226E-004	12	...........	0
	358	359	1.05699E+000	2.40656E-002	0.00000E+000	1.05800E+000	5.08260E-004	12	...........	0
	359	360	1.05794E+000	2.41177E-002	0.00000E+000	1.05900E+000	4.68102E-004	12	...........	0
	360	361	1.05899E+000	2.41884E-002	0.00000E+000	1.06000E+000	5.68567E-004	12	...........	0
	361	362	1.05995E+000	2.42743E-002	0.00000E+000	1.06100E+000	4.83527E-004	12	...........	0
	362	363	1.06098E+000	2.43404E-002	0.00000E+000	1.06200E+000	4.91560E-004	12	...........	0
	363	364	1.06202E+000	2.43706E-002	0.00000E+000	1.06300E+000	4.62969E-004	12	...........	0
	364	365	1.06278E+000	2.47277E-002	0.00000E+000	1.06400E+000	4.83519E-004	12	...........	0
	365	366	1.06378E+000	2.47071E-002	0.00000E+000	1.06500E+000	5.72192E-004	12	...........	0
	366	367	1.06490E+000	2.48069E-002	0.00000E+000	1.06600E+000	5.02552E-004	12	...........	0
	367	368	1.06589E+000	2.48253E-002	0.00000E+000	1.06700E+000	4.85727E-004	12	...........	0
	368	369	1.06682E+000	2.48271E-002	0.00000E+000	1.06800E+000	5.75959E-004	12	...........	0
	369	370	1.06774E+000	2.48281E-002	0.00000E+000	1.06900E+000	4.78260E-004	12	...........	0
	370	371	1.06890E+000	2.48571E-002	0.00000E+000	1.07000E+000	5.25451E-004	12	...........	0
	371	372	1.06990E+000	2.48809E-002	0.00000E+000	1.07100E+000	5.41518E-004	12	...........	0
	372	373	1.07087E+000	2.49379E-002	0.00000E+000	1.07200E+000	4.74460E-004	12	...........	0
	373	374	1.07178E+000	2.49933E-002	0.00000E+000	1.07300E+000	5.73984E-004	12	...........	0
	374	375	1.07291E+000	2.50777E-002	0.00000E+000	1.07400E+000	5.09293E-004	12	...........	0
	375	376	1.07390E+000	2.50361E-002	0.00000E+000	1.07500E+000	4.80060E-004	12	...........	0
	376	377	1.07486E+000	2.51159E-002	0.00000E+000	1.07600E+000	5.65934E-004	12	...........	0
	377	378	1.07582E+000	2.51132E-002	0.00000E+000	1.07700E+000	4.81985E-004	12	...........	0
	378	379	1.07697E+000	2.51224E-002	0.00000E+000	1.07800E+000	5.19968E-004	12	...........	0
	379	380	1.07793E+000	2.51327E-002	0.00000E+000	1.07900E+000	5.59259E-004	12	...........	0
	380	381	1.07890E+000	2.52398E-002	0.00000E+000	1.08000E+000	4.75010E-004	12	...........	0
	381	382	1.07991E+000	2.54090E-002	0.00000E+000	1.08100E+000	5.59009E-004	12	...........	0
	382	383	1.08097E+000	2.54408E-002	0.00000E+000	1.08200E+000	5.36368E-004	12	...........	0
	383	384	1.08193E+000	2.55817E-002	0.00000E+000	1.08300E+000	4.79394E-004	12	...........	0
	384	385	1.08296E+000	2.56637E-002	0.00000E+000	1.08400E+000	5.67451E-004	12	...........	0
	385	386	1.08392E+000	2.56997E-002	0.00000E+000	1.08500E+000	4.74194E-004	12	...........	0
	386	387	1.08496E+000	2.57761E-002	0.00000E+000	1.08600E+000	5.25685E-004	12	...........	0
	387	388	1.08596E+000	2.58879E-002	0.00000E+000	1.08700E+000	5.25618E-004	12	...........	0
	388	389	1.08698E+000	2.58996E-002	0.00000E+000	1.08800E+000	5.03893E-004	12	...........	0
	389	390	1.08792E+000	2.59570E-002	0.00000E+000	1.08900E+000	5.38393E-004	12	...........	0
	390	391	1.08887E+000	2.60148E-002	0.00000E+000	1.09000E+000	4.73260E-004	12	...........	0
	391	392	1.08989E+000	2.63867E-002	0.00000E+000	1.09100E+000	4.88802E-004	12	...........	0
	392	393	1.09083E+000	2.63819E-002	0.00000E+000	1.09200E+000	5.49768E-004	12	...........	0
	393	394	1.09175E+000	2.64285E-002	0.00000E+000	1.09300E+000	4.79444E-004	12	...........	0
	394	395	1.09286E+000	2.64292E-002	0.00000E+000	1.09400E+000	5.27460E-004	12	...........	0
	395	396	1.09389E+000	2.64317E-002	0.00000E+000	1.09500E+000	5.66909E-004	12	...........	0
	396	397	1.09485E+000	2.64424E-002	0.00000E+000	1.09600E+000	4.69502E-004	12	...........	0
	397	398	1.09575E+000	2.64651E-002	0.00000E+000	1.09700E+000	5.81717E-004	12	...........	0
	398	399	1.09688E+000	2.65516E-002	0.00000E+000	1.09800E+000	5.10493E-004	12	...........	0
	399	400	1.09789E+000	2.65861E-002	0.00000E+000	1.09900E+000	4.88194E-004	12	...........	0
	400	401	1.09884E+000	2.66628E-002	0.00000E+000	1.10000E+000	5.79284E-004	12	...........	0
	401	402	1.09973E+000	2.66607E-002	0.00000E+000	1.10100E+000	4.85202E-004	12	...........	0
	402	403	1.10086E+000	2.67220E-002	0.00000E+000	1.10200E+000	5.67967E-004	12	...........	0
	403	404	1.10191E+000	2.67301E-002	0.00000E+000	1.10300E+000	5.54793E-004	12	...........	0
	404	405	1.10287E+000	2.67696E-002	0.00000E+000	1.10400E+000	4.70977E-004	12	...........	0
	405	406	1.10387E+000	2.68687E-002	0.00000E+000	1.10500E+000	5.54718E-004	12	...........	0
	406	407	1.10494E+000	2.69071E-002	0.00000E+000	1.10600E+000	5.11102E-004	12	...........	0
	407	408	1.10590E+000	2.70774E-002	0.00000E+000	1.10700E+000	4.70161E-004	12	...........	0
	408	409	1.10694E+000	2.71787E-002	0.00000E+000	1.10800E+000	5.63834E-004	12	...........	0
	409	410	1.10790E+000	2.72199E-002	0.00000E+000	1.10900E+000	4.90169E-004	12	...........	0
	410	411	1.10894E+000	2.72549E-002	0.00000E+000	1.11000E+000	5.41118E-004	12	...........	0
	411	412	1.10993E+000	2.73550E-002	0.00000E+000	1.11100E+000	5.49126E-004	12	...........	0
	412	413	1.11094E+000	2.74027E-002	0.00000E+000	1.11200E+000	4.88344E-004	12	...........	0
	413	414	1.11190E+000	2.74509E-002	0.00000E+000	1.11300E+000	5.73992E-004	12	...........	0
	414	415	1.11293E+000	2.75544E-002	0.00000E+000	1.11400E+000	4.65202E-004	12	...........	0
	415	416	1.11393E+000	2.77057E-002	0.00000E+000	1.11500E+000	4.72052E-004	12	...........	0
	416	417	1.11484E+000	2.77517E-002	0.00000E+000	1.11600E+000	5.31451E-004	12	...........	0
	417	418	1.11574E+000	2.79956E-002	0.00000E+000	1.11700E+000	4.86544E-004	12	...........	0
	418	419	1.11678E+000	2.80117E-002	0.00000E+000	1.11800E+000	5.40418E-004	12	...........	0
	419	420	1.11791E+000	2.80171E-002	0.00000E+000	1.11900E+000	5.05502E-004	12	...........	0
	420	421	1.11882E+000	2.80341E-002	0.00000E+000	1.12000E+000	4.75577E-004	12	...........	0
	421	422	1.11973E+000	2.80406E-002	0.00000E+000	1.12100E+000	5.73859E-004	12	...........	0
	422	423	1.12080E+000	2.80601E-002	0.00000E+000	1.12200E+000	4.75435E-004	12	...........	0
	423	424	1.12187E+000	2.80748E-002	0.00000E+000	1.12300E+000	4.73469E-004	12	...........	0
	424	425	1.12280E+000	2.81870E-002	0.00000E+000	1.12400E+000	5.54084E-004	12	...........	0
	425	426	1.12372E+000	2.81990E-002	0.00000E+000	1.12500E+000	4.66386E-004	12	...........	0
	426	427	1.12482E+000	2.82737E-002	0.00000E+000	1.12600E+000	5.43993E-004	12	...........	0
	427	428	1.12587E+000	2.83140E-002	0.00000E+000	1.12700E+000	5.54426E-004	12	...........	0
	428	429	1.12683E+000	2.82865E-002	0.00000E+000	1.12800E+000	4.84552E-004	12	...........	0
	429	430	1.12785E+000	2.83274E-002	0.00000E+000	1.12900E+000	5.67092E-004	12	...........	0
	430	431	1.12890E+000	2.83383E-002	0.00000E+000	1.13000E+000	5.10985E-004	12	...........	0
	431	432	1.12989E+000	2.83915E-002	0.00000E+000	1.13100E+000	4.85319E-004	12	...........	0
	432	433	1.13088E+000	2.84769E-002	0.00000E+000	1.13200E+000	5.60901E-004	12	...........	0
	433	434	1.13187E+000	2.86401E-002	0.00000E+000	1.13300E+000	4.84135E-004	12	...........	0
	434	435	1.13291E+000	2.87191E-002	0.00000E+000	1.13400E+000	5.29176E-004	12	...........	0
	435	436	1.13391E+000	2.87313E-002	0.00000E+000	1.13500E+000	5.19451E-004	12	...........	0
	436	437	1.13489E+000	2.88537E-002	0.00000E+000	1.13600E+000	4.80094E-004	12	...........	0
	437	438	1.13589E+000	2.89116E-002	0.00000E+000	1.13700E+000	5.72084E-004	12	...........	0
	438	439	1.13690E+000	2.90057E-002	0.00000E+000	1.13800E+000	4.93919E-004	12	...........	0
	439	440	1.13789E+000	2.90546E-002	0.00000E+000	1.13900E+000	4.96918E-004	12	...........	0
	440	441	1.13897E+000	2.91239E-002	0.00000E+000	1.14000E+000	5.46351E-004	12	...........	0
	441	442	1.13982E+000	2.92012E-002	0.00000E+000	1.14100E+000	4.55577E-004	12	...........	0
	442	443	1.14077E+000	2.93396E-002	0.00000E+000	1.14200E+000	5.32635E-004	12	...........	0
	443	444	1.14188E+000	2.94615E-002	0.00000E+000	1.14300E+000	5.20335E-004	12	...........	0
